Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rape and Mustard Oil,1996,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rape and Mustard Oil,1997,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rape and Mustard Oil,1998,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rape and Mustard Oil,1999,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rape and Mustard Oil,2000,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1992,kg,30.64
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1993,kg,31.56
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1994,kg,31.53
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1995,kg,27.11
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1996,kg,30.66
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1997,kg,29.68
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1998,kg,30.59
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),1999,kg,31.13
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Milled Equivalent),2000,kg,30.46
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1992,kg,45.94
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1993,kg,47.32
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1994,kg,47.28
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1995,kg,40.65
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1996,kg,45.96
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1997,kg,44.5
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1998,kg,45.87
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),1999,kg,46.67
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rice (Paddy Equivalent),2000,kg,45.66
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1992,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1993,kg,0.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1994,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1995,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1996,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1997,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1998,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,1999,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Ricebran Oil,2000,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1992,kg,15.79
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1993,kg,16.45
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1994,kg,17.33
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1995,kg,17.9
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1996,kg,15.16
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1997,kg,16.34
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1998,kg,16.35
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,1999,kg,16.73
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Roots & Tuber Dry Equiv,2000,kg,16.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1992,kg,1.3
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1993,kg,1.69
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1994,kg,1.4
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1995,kg,1.66
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1996,kg,1.14
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1997,kg,1.15
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1998,kg,1.16
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",1999,kg,1.17
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Roots, Other",2000,kg,1.19
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1992,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1993,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1994,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1995,kg,0.01
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1996,kg,0.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1997,kg,0.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1998,kg,0.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,1999,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Rye and products,2000,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1992,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1993,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1994,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1995,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1996,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1997,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1998,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,1999,kg,0.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesame seed,2000,kg,0.07
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1992,kg,0.01
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1993,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1994,kg,0.01
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1995,kg,0.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1996,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1997,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1998,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,1999,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sesameseed Oil,2000,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1992,kg,8.36
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1993,kg,8.07
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1994,kg,7.55
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1995,kg,7.13
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1996,kg,7.53
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1997,kg,7.28
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1998,kg,7.3
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,1999,kg,8.75
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabean Oil,2000,kg,9.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1992,kg,1.0
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1993,kg,1.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1994,kg,1.19
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1995,kg,1.31
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1996,kg,1.4
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1997,kg,1.31
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1998,kg,1.43
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,1999,kg,1.36
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Soyabeans,2000,kg,1.43
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1992,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1993,kg,0.06
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1994,kg,0.06
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1995,kg,0.07
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1996,kg,0.07
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1997,kg,0.07
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1998,kg,0.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",1999,kg,0.11
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Spices, Other",2000,kg,0.12
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1992,kg,40.82
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1993,kg,40.46
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1994,kg,41.32
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1995,kg,41.59
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1996,kg,40.51
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1997,kg,40.06
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1998,kg,39.83
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1999,kg,35.13
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),2000,kg,34.73
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1992,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1993,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1994,kg,0.04
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1995,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1996,kg,0.05
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1997,kg,0.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1998,kg,0.09
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,1999,kg,0.09
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar beet,2000,kg,0.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1992,kg,2.78
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1993,kg,2.58
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1994,kg,2.69
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1995,kg,2.65
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1996,kg,2.76
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1997,kg,2.71
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1998,kg,2.67
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,1999,kg,2.63
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar cane,2000,kg,5.75
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1992,kg,4.42
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1993,kg,4.53
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1994,kg,4.47
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1995,kg,4.44
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1996,kg,4.36
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1997,kg,4.35
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1998,kg,4.39
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,1999,kg,4.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sugar non-centrifugal,2000,kg,4.51
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1992,kg,46.16
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1993,kg,45.92
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1994,kg,46.79
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1995,kg,47.09
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1996,kg,45.85
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1997,kg,45.36
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1998,kg,45.16
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1999,kg,40.32
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",2000,kg,40.3
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1992,kg,37.56
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1993,kg,37.22
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1994,kg,38.01
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1995,kg,38.27
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1996,kg,37.27
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1997,kg,36.86
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1998,kg,36.65
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1999,kg,32.32
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",2000,kg,31.96
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1992,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1993,kg,0.01
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1994,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1995,kg,0.01
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1996,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1997,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1998,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,1999,kg,0.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflower seed,2000,kg,0.03
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1992,kg,1.89
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1993,kg,1.91
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1994,kg,1.96
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1995,kg,2.11
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1996,kg,1.76
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1997,kg,1.82
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1998,kg,1.87
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1999,kg,1.89
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,2000,kg,1.87
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1992,kg,2.42
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1993,kg,2.48
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1994,kg,2.78
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1995,kg,2.54
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1996,kg,2.21
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1997,kg,2.25
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1998,kg,2.24
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,1999,kg,2.15
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Sweet potatoes,2000,kg,2.17
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1992,kg,0.91
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1993,kg,0.93
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1994,kg,1.0
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1995,kg,1.06
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1996,kg,0.99
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1997,kg,0.95
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1998,kg,0.93
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1999,kg,1.11
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Sweeteners, Other",2000,kg,1.06
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1992,kg,1.27
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1993,kg,1.63
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1994,kg,1.66
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1995,kg,1.75
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1996,kg,1.7
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1997,kg,1.96
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1998,kg,2.27
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),1999,kg,2.4
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tea (including mate),2000,kg,2.48
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1992,kg,11.74
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1993,kg,12.97
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1994,kg,14.35
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1995,kg,14.4
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1996,kg,13.84
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1997,kg,13.81
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1998,kg,13.17
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,1999,kg,14.73
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Tomatoes and products,2000,kg,14.23
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1992,kg,21.08
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1993,kg,21.78
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1994,kg,22.72
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1995,kg,24.12
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1996,kg,23.68
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1997,kg,23.92
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1998,kg,24.88
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",1999,kg,24.55
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),"Vegetables, Other",2000,kg,23.72
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1992,kg,55.36
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1993,kg,53.56
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1994,kg,54.62
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1995,kg,56.81
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1996,kg,53.74
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1997,kg,53.28
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1998,kg,54.0
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,1999,kg,54.24
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wheat and products,2000,kg,53.29
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1992,kg,7.81
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1993,kg,7.02
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1994,kg,6.77
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1995,kg,6.45
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1996,kg,5.98
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1997,kg,5.93
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1998,kg,5.8
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,1999,kg,5.7
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Wine,2000,kg,5.61
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Yams,1992,kg,0.57
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Yams,1993,kg,0.58
Food Supply - Crops Primary Equivalent,South America,Food supply quantity (kg/capita/yr),Yams,1994,kg,0.77
