Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cephalopods,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cephalopods,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cephalopods,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cephalopods,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cephalopods,2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1992,kg,1.23
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1993,kg,1.17
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1994,kg,0.9
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1995,kg,0.66
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1996,kg,0.57
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1997,kg,0.55
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1998,kg,0.6
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,1999,kg,0.57
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cheese,2000,kg,0.61
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1992,kg,1.52
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1993,kg,1.73
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1994,kg,1.14
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1995,kg,0.73
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1996,kg,0.4
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1997,kg,0.22
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1998,kg,0.25
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,1999,kg,0.25
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Cream,2000,kg,0.27
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Crustaceans,2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1998,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Demersal Fish,2000,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1992,kg,6.13
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1993,kg,5.43
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1994,kg,4.27
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1995,kg,3.2
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1996,kg,2.48
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1997,kg,2.5
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1998,kg,2.75
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,1999,kg,2.89
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Eggs,2000,kg,3.26
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1992,kg,0.47
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1993,kg,0.51
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1994,kg,0.67
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1995,kg,0.5
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1996,kg,0.45
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1997,kg,0.43
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1998,kg,0.48
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1999,kg,0.53
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2000,kg,0.51
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Body Oil",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1992,kg,2.59
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1993,kg,1.95
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1994,kg,1.3
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1995,kg,1.01
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1996,kg,0.87
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1997,kg,0.68
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1998,kg,0.53
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,1999,kg,0.73
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Freshwater Fish,2000,kg,0.62
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1992,kg,0.51
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1993,kg,0.41
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1994,kg,0.4
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1995,kg,0.33
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1996,kg,0.35
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1997,kg,0.29
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1998,kg,0.27
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,1999,kg,0.27
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Honey,2000,kg,0.18
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1994,kg,0.11
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1995,kg,0.07
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1996,kg,0.13
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1997,kg,0.2
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1998,kg,0.22
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1999,kg,0.34
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Marine Fish, Other",2000,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1992,kg,1.63
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1993,kg,1.52
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1994,kg,1.77
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1995,kg,1.52
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1996,kg,1.73
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1997,kg,1.71
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1998,kg,1.74
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",1999,kg,1.64
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Meat, Other",2000,kg,1.47
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1992,kg,141.07
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1993,kg,139.55
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1994,kg,146.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1995,kg,141.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1996,kg,138.32
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1997,kg,140.16
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1998,kg,146.21
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1999,kg,148.05
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2000,kg,153.09
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1992,kg,123.4
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1993,kg,125.93
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1994,kg,133.29
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1995,kg,130.12
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1996,kg,132.14
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1997,kg,134.19
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1998,kg,139.67
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",1999,kg,141.79
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Milk, Whole",2000,kg,144.86
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1998,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Molluscs, Other",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1992,kg,8.41
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1993,kg,9.21
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1994,kg,8.48
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1995,kg,7.42
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1996,kg,6.58
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1997,kg,5.86
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1998,kg,5.81
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1999,kg,5.31
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,2000,kg,5.38
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1992,kg,1.82
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1993,kg,1.77
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1994,kg,1.9
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1995,kg,2.26
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1996,kg,2.8
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1997,kg,4.13
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1998,kg,3.6
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",1999,kg,3.32
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),"Offals, Edible",2000,kg,3.06
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1995,kg,0.12
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1996,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1997,kg,0.06
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1998,kg,0.09
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,1999,kg,0.09
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pelagic Fish,2000,kg,0.78
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1992,kg,5.55
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1993,kg,4.8
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1994,kg,3.79
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1995,kg,2.89
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1996,kg,2.77
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1997,kg,2.21
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1998,kg,2.46
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,1999,kg,2.73
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Pigmeat,2000,kg,3.38
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1992,kg,4.04
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1993,kg,2.6
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1994,kg,2.35
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1995,kg,1.99
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1996,kg,1.54
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1997,kg,1.79
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1998,kg,1.87
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,1999,kg,1.58
Food Supply - Livestock and Fish Primary Equivalent,Central Asia,Food supply quantity (kg/capita/yr),Poultry Meat,2000,kg,1.75
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1992,kg,0.21
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1993,kg,0.14
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1994,kg,0.15
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1995,kg,0.17
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1996,kg,0.28
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1997,kg,0.36
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1998,kg,0.37
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1999,kg,0.36
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2000,kg,0.32
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1992,kg,2.77
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1993,kg,3.32
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1994,kg,3.59
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1995,kg,3.5
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1996,kg,3.63
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1997,kg,3.64
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1998,kg,4.32
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,1999,kg,4.85
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Aquatic Plants,2000,kg,5.07
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1992,kg,2.39
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1993,kg,2.69
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1994,kg,2.95
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1995,kg,3.32
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1996,kg,3.52
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1997,kg,4.05
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1998,kg,4.29
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,1999,kg,4.52
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),Bovine Meat,2000,kg,4.81
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1992,kg,0.16
Food Supply - Livestock and Fish Primary Equivalent,Eastern Asia,Food supply quantity (kg/capita/yr),"Butter, Ghee",1993,kg,0.18
